,morality,leadership,caring,knowledgable,intelligent,honest,angry,hopeful,afraid,proud,voting_intention
2067,5.0,4.0,3.0,4.0,4.0,5.0,-1.0,3.0,-1.0,-1.0,1.0
2068,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,3.0,-1.0,3.0,1.0
2069,4.0,2.0,2.0,2.0,4.0,3.0,-1.0,4.0,-1.0,-1.0,1.0
2071,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,4.0,-1.0,-1.0,1.0
2072,1.0,1.0,1.0,3.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0
2073,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,1.0,-1.0,1.0,0.0
2075,5.0,4.0,4.0,5.0,5.0,5.0,-1.0,4.0,-1.0,4.0,1.0
2077,2.0,1.0,1.0,2.0,2.0,1.0,3.0,-1.0,4.0,-1.0,1.0
2078,1.0,1.0,1.0,2.0,3.0,1.0,1.0,-1.0,1.0,-1.0,1.0
2080,5.0,3.0,3.0,5.0,4.0,4.0,-1.0,4.0,-1.0,-1.0,0.0
2081,1.0,1.0,1.0,2.0,2.0,1.0,4.0,-1.0,4.0,-1.0,1.0
2082,1.0,3.0,1.0,1.0,2.0,1.0,1.0,-1.0,2.0,-1.0,0.0
2083,4.0,3.0,3.0,3.0,4.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
2084,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,-1.0,1.0
2085,4.0,5.0,5.0,4.0,4.0,4.0,-1.0,3.0,-1.0,3.0,1.0
2086,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
2087,3.0,2.0,2.0,4.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2088,3.0,3.0,3.0,3.0,3.0,2.0,-1.0,2.0,-1.0,-1.0,1.0
2089,5.0,4.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2090,5.0,4.0,4.0,4.0,5.0,4.0,-1.0,2.0,-1.0,4.0,0.0
2091,2.0,4.0,1.0,3.0,4.0,2.0,4.0,4.0,4.0,-1.0,0.0
2092,2.0,3.0,2.0,2.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
2094,5.0,4.0,2.0,4.0,4.0,3.0,-1.0,5.0,-1.0,-1.0,1.0
2095,5.0,5.0,2.0,5.0,5.0,5.0,4.0,-1.0,-1.0,4.0,1.0
2096,3.0,3.0,3.0,3.0,4.0,2.0,-1.0,4.0,-1.0,2.0,1.0
2097,4.0,4.0,5.0,4.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2098,4.0,3.0,3.0,2.0,3.0,3.0,-1.0,-1.0,-1.0,4.0,1.0
2099,1.0,3.0,1.0,3.0,3.0,1.0,-1.0,-1.0,4.0,-1.0,1.0
2100,2.0,4.0,2.0,4.0,4.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
2101,3.0,3.0,2.0,2.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
2103,2.0,2.0,1.0,2.0,4.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
2104,1.0,2.0,1.0,2.0,3.0,1.0,2.0,-1.0,3.0,-1.0,1.0
2105,3.0,4.0,3.0,3.0,3.0,3.0,-1.0,2.0,-1.0,2.0,1.0
2106,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2108,4.0,4.0,3.0,4.0,4.0,3.0,-1.0,3.0,-1.0,-1.0,1.0
2109,4.0,3.0,1.0,4.0,4.0,3.0,-1.0,-1.0,2.0,4.0,1.0
2110,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
2111,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2112,4.0,1.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,-1.0,1.0
2115,1.0,3.0,1.0,2.0,2.0,1.0,2.0,-1.0,1.0,-1.0,1.0
2116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0
2117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0
2118,5.0,4.0,4.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2119,5.0,5.0,3.0,4.0,4.0,3.0,-1.0,3.0,-1.0,3.0,1.0
2120,3.0,2.0,3.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2121,3.0,2.0,1.0,2.0,1.0,1.0,2.0,-1.0,4.0,-1.0,1.0
2122,4.0,4.0,3.0,4.0,4.0,4.0,-1.0,4.0,-1.0,-1.0,1.0
2124,3.0,4.0,3.0,4.0,4.0,3.0,-1.0,4.0,-1.0,-1.0,1.0
2125,3.0,2.0,1.0,4.0,4.0,1.0,4.0,-1.0,2.0,-1.0,1.0
2126,5.0,5.0,4.0,5.0,5.0,5.0,-1.0,2.0,-1.0,4.0,1.0
2127,2.0,1.0,1.0,2.0,2.0,3.0,4.0,-1.0,-1.0,-1.0,1.0
2128,1.0,1.0,1.0,1.0,4.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2129,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,-1.0,4.0,0.0
2130,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,1.0,-1.0,1.0,1.0
2131,1.0,2.0,1.0,3.0,3.0,2.0,4.0,-1.0,4.0,-1.0,0.0
2132,4.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,-1.0,2.0,1.0
2133,1.0,1.0,1.0,3.0,3.0,1.0,1.0,-1.0,1.0,-1.0,1.0
2135,4.0,4.0,3.0,4.0,4.0,4.0,-1.0,4.0,-1.0,3.0,1.0
2136,2.0,2.0,1.0,2.0,3.0,1.0,3.0,-1.0,4.0,-1.0,0.0
2137,2.0,2.0,2.0,1.0,2.0,2.0,2.0,-1.0,2.0,-1.0,1.0
2138,4.0,3.0,2.0,3.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
2139,4.0,4.0,3.0,5.0,5.0,4.0,-1.0,4.0,-1.0,4.0,1.0
2140,3.0,3.0,1.0,3.0,3.0,3.0,-1.0,4.0,-1.0,-1.0,1.0
2143,3.0,5.0,4.0,4.0,3.0,4.0,-1.0,3.0,-1.0,-1.0,1.0
2145,2.0,3.0,1.0,3.0,4.0,1.0,2.0,-1.0,1.0,-1.0,1.0
2146,2.0,1.0,2.0,2.0,2.0,2.0,-1.0,5.0,-1.0,-1.0,0.0
2148,2.0,1.0,1.0,1.0,2.0,1.0,4.0,-1.0,2.0,-1.0,1.0
2149,5.0,4.0,5.0,4.0,4.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2150,1.0,1.0,1.0,1.0,2.0,2.0,2.0,-1.0,3.0,-1.0,1.0
2151,5.0,5.0,4.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2152,2.0,3.0,2.0,3.0,3.0,2.0,-1.0,4.0,-1.0,-1.0,1.0
2153,2.0,2.0,1.0,3.0,4.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
2154,4.0,2.0,3.0,4.0,4.0,2.0,4.0,-1.0,4.0,-1.0,1.0
2155,1.0,1.0,1.0,2.0,2.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2156,5.0,5.0,4.0,4.0,5.0,4.0,-1.0,4.0,-1.0,4.0,1.0
2158,1.0,1.0,1.0,1.0,3.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2160,3.0,2.0,1.0,2.0,4.0,3.0,-1.0,4.0,-1.0,-1.0,1.0
2161,1.0,2.0,1.0,3.0,3.0,1.0,2.0,-1.0,3.0,-1.0,1.0
2162,4.0,4.0,3.0,4.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2163,4.0,3.0,1.0,3.0,5.0,4.0,-1.0,-1.0,-1.0,4.0,0.0
2164,1.0,1.0,1.0,2.0,1.0,1.0,4.0,-1.0,4.0,-1.0,0.0
2165,3.0,4.0,2.0,4.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
2167,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2168,1.0,3.0,1.0,4.0,5.0,1.0,2.0,-1.0,4.0,-1.0,1.0
2170,1.0,2.0,1.0,2.0,1.0,1.0,-1.0,-1.0,2.0,-1.0,0.0
2171,3.0,3.0,2.0,4.0,5.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
2172,3.0,2.0,1.0,4.0,4.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
2174,3.0,1.0,3.0,1.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,1.0
2175,5.0,5.0,5.0,4.0,5.0,5.0,-1.0,3.0,-1.0,2.0,1.0
2176,3.0,4.0,4.0,4.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2177,5.0,3.0,2.0,3.0,4.0,5.0,4.0,-1.0,-1.0,-1.0,1.0
2179,3.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,-1.0,-1.0,0.0
2181,2.0,2.0,1.0,3.0,4.0,1.0,3.0,-1.0,3.0,-1.0,1.0
2182,4.0,3.0,2.0,4.0,5.0,5.0,2.0,-1.0,1.0,-1.0,1.0
2183,1.0,2.0,1.0,1.0,4.0,1.0,4.0,-1.0,2.0,-1.0,1.0
2186,1.0,3.0,1.0,3.0,3.0,3.0,2.0,-1.0,-1.0,-1.0,1.0
2187,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2188,5.0,4.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,3.0,1.0
2189,3.0,3.0,3.0,3.0,4.0,3.0,-1.0,4.0,-1.0,-1.0,1.0
2190,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2192,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,0.0
2193,2.0,2.0,1.0,3.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
2194,2.0,3.0,1.0,3.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2196,5.0,5.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,4.0,1.0
2197,2.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0
2198,3.0,1.0,1.0,1.0,3.0,1.0,1.0,-1.0,-1.0,-1.0,1.0
2199,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0
2200,5.0,5.0,1.0,4.0,4.0,4.0,4.0,2.0,-1.0,-1.0,1.0
2201,1.0,1.0,1.0,2.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
2202,4.0,5.0,4.0,5.0,4.0,4.0,-1.0,1.0,-1.0,2.0,1.0
2203,4.0,4.0,2.0,5.0,5.0,3.0,4.0,4.0,-1.0,2.0,0.0
2204,5.0,3.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,-1.0,1.0
2205,1.0,2.0,1.0,2.0,4.0,1.0,3.0,-1.0,-1.0,-1.0,1.0
2206,4.0,3.0,3.0,4.0,4.0,4.0,4.0,-1.0,-1.0,2.0,0.0
2207,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0
2208,5.0,3.0,4.0,5.0,5.0,4.0,-1.0,4.0,-1.0,-1.0,0.0
2209,3.0,3.0,2.0,4.0,5.0,3.0,-1.0,4.0,-1.0,-1.0,1.0
2211,2.0,2.0,2.0,2.0,4.0,2.0,-1.0,-1.0,2.0,-1.0,1.0
2212,3.0,4.0,4.0,3.0,3.0,3.0,-1.0,2.0,-1.0,3.0,1.0
2213,2.0,1.0,1.0,2.0,2.0,1.0,2.0,-1.0,4.0,-1.0,1.0
2214,2.0,2.0,1.0,4.0,3.0,2.0,2.0,-1.0,3.0,-1.0,1.0
2215,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0
2216,-9.0,3.0,1.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
2217,3.0,2.0,1.0,3.0,4.0,3.0,-1.0,-1.0,3.0,-1.0,1.0
2218,4.0,4.0,3.0,5.0,4.0,3.0,-1.0,3.0,4.0,4.0,0.0
2220,3.0,4.0,2.0,3.0,3.0,3.0,-1.0,-1.0,4.0,-1.0,0.0
2221,3.0,3.0,2.0,4.0,5.0,3.0,-1.0,4.0,-1.0,4.0,1.0
2222,4.0,3.0,2.0,5.0,5.0,5.0,2.0,-1.0,3.0,-1.0,1.0
2224,1.0,1.0,1.0,2.0,3.0,1.0,3.0,-1.0,-1.0,-1.0,1.0
2225,3.0,3.0,3.0,3.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
2226,3.0,3.0,1.0,2.0,2.0,3.0,4.0,-1.0,4.0,-1.0,1.0
2227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,-1.0,1.0
2228,3.0,3.0,1.0,2.0,2.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2230,2.0,2.0,1.0,2.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
2231,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
2232,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,3.0,-1.0,-1.0,1.0
2233,2.0,4.0,3.0,4.0,3.0,4.0,-1.0,3.0,-1.0,3.0,1.0
2234,5.0,5.0,5.0,5.0,5.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2235,3.0,2.0,1.0,3.0,2.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2236,4.0,4.0,3.0,3.0,4.0,3.0,-1.0,3.0,-1.0,3.0,0.0
2237,4.0,4.0,3.0,4.0,4.0,3.0,-1.0,3.0,4.0,-1.0,0.0
2238,1.0,1.0,1.0,1.0,1.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
2239,1.0,1.0,1.0,2.0,3.0,1.0,3.0,-1.0,2.0,-1.0,1.0
2240,5.0,3.0,3.0,4.0,4.0,4.0,-1.0,2.0,-1.0,4.0,1.0
2241,2.0,4.0,2.0,4.0,5.0,3.0,4.0,-1.0,4.0,-1.0,1.0
2242,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2243,5.0,5.0,4.0,5.0,5.0,4.0,-1.0,2.0,-1.0,4.0,1.0
2244,1.0,1.0,1.0,2.0,2.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
2245,5.0,5.0,4.0,5.0,4.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2246,5.0,3.0,3.0,4.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2247,3.0,4.0,3.0,2.0,4.0,3.0,-1.0,4.0,-1.0,3.0,1.0
2248,2.0,4.0,2.0,3.0,4.0,2.0,2.0,-1.0,-1.0,-1.0,1.0
2249,3.0,3.0,3.0,4.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
2251,4.0,2.0,1.0,1.0,2.0,3.0,2.0,-1.0,4.0,-1.0,0.0
2252,5.0,3.0,5.0,5.0,2.0,5.0,-1.0,1.0,-1.0,2.0,1.0
2253,5.0,5.0,3.0,4.0,4.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2254,5.0,5.0,2.0,5.0,5.0,5.0,-1.0,1.0,-1.0,2.0,1.0
2255,1.0,2.0,1.0,3.0,4.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2256,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,-1.0,4.0,0.0
2257,4.0,4.0,2.0,4.0,4.0,4.0,-1.0,3.0,-1.0,4.0,0.0
2258,1.0,1.0,1.0,2.0,2.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
2259,5.0,3.0,3.0,3.0,4.0,3.0,-1.0,3.0,-1.0,3.0,1.0
2260,1.0,1.0,1.0,1.0,2.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
2261,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
2262,5.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,-1.0,1.0
2263,1.0,3.0,1.0,2.0,2.0,1.0,2.0,-1.0,3.0,-1.0,1.0
2264,1.0,1.0,1.0,2.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
2265,2.0,1.0,2.0,3.0,2.0,2.0,4.0,-1.0,2.0,-1.0,1.0
2266,3.0,3.0,3.0,3.0,4.0,3.0,-1.0,-1.0,3.0,-1.0,1.0
2267,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2268,3.0,2.0,2.0,2.0,3.0,3.0,-1.0,-1.0,4.0,-1.0,0.0
2269,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,-1.0,1.0
2270,1.0,1.0,1.0,5.0,5.0,1.0,1.0,-1.0,1.0,-1.0,1.0
2271,1.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.0,1.0,-1.0,1.0
2272,3.0,3.0,1.0,2.0,4.0,1.0,1.0,-1.0,1.0,-1.0,1.0
2273,4.0,3.0,1.0,3.0,4.0,4.0,3.0,-1.0,-1.0,-1.0,0.0
2274,4.0,4.0,4.0,4.0,5.0,3.0,-1.0,2.0,-1.0,-1.0,1.0
2275,5.0,3.0,3.0,4.0,4.0,3.0,-1.0,3.0,-1.0,-1.0,1.0
2276,3.0,3.0,2.0,3.0,4.0,3.0,2.0,-1.0,2.0,-1.0,1.0
2277,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,-1.0,1.0
2278,4.0,2.0,1.0,2.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,0.0
2279,5.0,5.0,2.0,4.0,4.0,3.0,-1.0,3.0,-1.0,-1.0,1.0
2280,2.0,1.0,1.0,1.0,2.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2281,5.0,3.0,2.0,2.0,3.0,2.0,3.0,-1.0,3.0,-1.0,1.0
2282,5.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,-1.0,3.0,1.0
2283,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,3.0,-1.0,-1.0,1.0
2285,3.0,2.0,2.0,3.0,5.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
2286,2.0,3.0,1.0,4.0,3.0,2.0,2.0,4.0,-1.0,-1.0,0.0
2287,3.0,4.0,4.0,4.0,4.0,3.0,-1.0,3.0,-1.0,4.0,1.0
2288,5.0,5.0,5.0,4.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2289,4.0,2.0,1.0,2.0,4.0,2.0,3.0,-1.0,3.0,-1.0,1.0
2290,2.0,2.0,2.0,3.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
2293,3.0,4.0,3.0,3.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2294,3.0,1.0,1.0,3.0,2.0,1.0,2.0,-1.0,3.0,-1.0,1.0
2295,5.0,5.0,4.0,5.0,4.0,5.0,-1.0,1.0,-1.0,2.0,1.0
2296,1.0,1.0,1.0,1.0,1.0,1.0,3.0,-1.0,4.0,-1.0,1.0
2297,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2298,2.0,2.0,1.0,1.0,4.0,1.0,2.0,-1.0,4.0,-1.0,1.0
2299,2.0,3.0,2.0,3.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
2300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0
2301,5.0,3.0,4.0,4.0,4.0,4.0,-1.0,3.0,-1.0,3.0,1.0
2302,5.0,4.0,4.0,5.0,5.0,4.0,-1.0,-1.0,-1.0,-1.0,1.0
2303,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
2304,1.0,2.0,2.0,2.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
2305,5.0,3.0,1.0,3.0,3.0,3.0,2.0,-1.0,2.0,-1.0,1.0
2306,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,4.0,3.0,1.0
2307,3.0,4.0,2.0,3.0,4.0,3.0,4.0,-1.0,4.0,-1.0,1.0
2308,4.0,3.0,3.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
2309,3.0,4.0,3.0,4.0,4.0,2.0,-1.0,4.0,-1.0,-1.0,1.0
2310,2.0,4.0,4.0,3.0,2.0,4.0,-1.0,3.0,-1.0,2.0,1.0
2311,5.0,4.0,5.0,4.0,4.0,4.0,-1.0,4.0,-1.0,4.0,1.0
2312,3.0,4.0,3.0,4.0,4.0,3.0,-1.0,4.0,-1.0,-1.0,1.0
2313,3.0,1.0,1.0,2.0,2.0,1.0,4.0,-1.0,4.0,-1.0,1.0
2314,5.0,4.0,5.0,4.0,5.0,4.0,-1.0,2.0,-1.0,3.0,1.0
2315,3.0,2.0,1.0,2.0,3.0,3.0,-1.0,-1.0,-1.0,4.0,0.0
2316,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,-1.0,4.0,1.0
2317,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
2318,2.0,2.0,1.0,2.0,3.0,1.0,2.0,-1.0,4.0,-1.0,1.0
2319,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2321,5.0,4.0,4.0,4.0,5.0,5.0,-1.0,2.0,-1.0,-1.0,1.0
2322,3.0,5.0,4.0,5.0,5.0,3.0,-1.0,2.0,-1.0,3.0,1.0
2323,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,-1.0,-1.0,0.0
2324,2.0,4.0,1.0,4.0,5.0,2.0,-1.0,-1.0,4.0,-1.0,0.0
2325,4.0,4.0,4.0,4.0,3.0,4.0,-1.0,4.0,-1.0,4.0,1.0
2326,2.0,1.0,1.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
2327,5.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,-1.0,2.0,1.0
2328,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,3.0,-1.0,3.0,1.0
2329,5.0,4.0,4.0,5.0,5.0,5.0,-1.0,4.0,-1.0,4.0,1.0
2330,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
2331,4.0,3.0,2.0,3.0,3.0,3.0,2.0,-1.0,4.0,-1.0,1.0
2332,2.0,3.0,1.0,2.0,2.0,1.0,2.0,-1.0,4.0,-1.0,1.0
2333,5.0,3.0,2.0,3.0,5.0,3.0,-1.0,4.0,-1.0,-1.0,0.0
2334,5.0,5.0,3.0,4.0,4.0,3.0,-1.0,4.0,-1.0,3.0,1.0
2335,5.0,3.0,1.0,4.0,4.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2336,2.0,1.0,2.0,2.0,2.0,2.0,4.0,-1.0,4.0,-1.0,1.0
2337,5.0,4.0,4.0,5.0,5.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2338,5.0,4.0,3.0,4.0,5.0,4.0,-1.0,3.0,-1.0,-1.0,1.0
2339,2.0,1.0,1.0,1.0,1.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
2340,2.0,1.0,1.0,4.0,4.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
2341,1.0,1.0,1.0,4.0,4.0,1.0,3.0,-1.0,-1.0,-1.0,1.0
2342,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2343,5.0,4.0,1.0,5.0,5.0,3.0,4.0,4.0,-1.0,-1.0,0.0
2344,5.0,4.0,3.0,4.0,4.0,4.0,-1.0,4.0,-1.0,4.0,1.0
2345,2.0,3.0,1.0,2.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
2346,3.0,3.0,2.0,4.0,4.0,3.0,-1.0,-1.0,4.0,-1.0,0.0
2348,4.0,3.0,3.0,3.0,3.0,4.0,-1.0,4.0,-1.0,4.0,0.0
2349,4.0,3.0,1.0,4.0,4.0,4.0,-1.0,-1.0,2.0,-1.0,1.0
2350,4.0,3.0,3.0,3.0,3.0,4.0,-1.0,4.0,-1.0,4.0,1.0
2351,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2352,1.0,2.0,1.0,1.0,2.0,1.0,4.0,-1.0,4.0,-1.0,1.0
2354,4.0,4.0,2.0,4.0,4.0,5.0,-1.0,4.0,-1.0,-1.0,1.0
2358,5.0,5.0,5.0,5.0,5.0,4.0,-1.0,2.0,-1.0,2.0,1.0
2359,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,1.0,-1.0,1.0,1.0
2360,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2361,1.0,3.0,1.0,2.0,4.0,1.0,1.0,-1.0,2.0,-1.0,1.0
2362,2.0,2.0,1.0,3.0,4.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
2363,2.0,2.0,1.0,3.0,4.0,1.0,3.0,-1.0,4.0,-1.0,1.0
2364,1.0,4.0,1.0,1.0,3.0,1.0,2.0,-1.0,1.0,-1.0,1.0
2365,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2366,4.0,3.0,1.0,3.0,4.0,2.0,4.0,-1.0,-1.0,-1.0,0.0
2369,4.0,3.0,1.0,3.0,4.0,3.0,-1.0,-1.0,4.0,-1.0,1.0
2370,3.0,3.0,3.0,3.0,4.0,3.0,-1.0,-1.0,4.0,-1.0,1.0
2371,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,-1.0,-1.0,1.0
2372,4.0,4.0,3.0,3.0,4.0,4.0,-1.0,2.0,-1.0,-1.0,0.0
2373,2.0,3.0,1.0,3.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
2374,3.0,1.0,1.0,2.0,3.0,2.0,3.0,-1.0,4.0,-1.0,1.0
2375,1.0,2.0,2.0,2.0,2.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
2378,4.0,4.0,4.0,3.0,4.0,3.0,-1.0,2.0,-1.0,3.0,1.0
2379,5.0,5.0,4.0,5.0,5.0,4.0,-1.0,2.0,-1.0,1.0,1.0
2380,-9.0,3.0,2.0,5.0,4.0,1.0,-1.0,4.0,-1.0,-1.0,0.0
2381,4.0,4.0,5.0,5.0,4.0,5.0,-1.0,4.0,-1.0,-1.0,1.0
2382,4.0,5.0,4.0,5.0,5.0,4.0,-1.0,2.0,-1.0,-1.0,1.0
2383,3.0,2.0,1.0,1.0,2.0,1.0,2.0,-1.0,2.0,-1.0,1.0
2385,2.0,3.0,1.0,2.0,4.0,2.0,2.0,-1.0,4.0,-1.0,0.0
2386,5.0,5.0,4.0,5.0,5.0,5.0,-1.0,4.0,-1.0,-1.0,1.0
2387,1.0,1.0,1.0,3.0,2.0,2.0,2.0,-1.0,2.0,-1.0,1.0
2388,2.0,3.0,1.0,3.0,3.0,2.0,2.0,-1.0,4.0,-1.0,1.0
2389,5.0,5.0,5.0,4.0,4.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2390,4.0,1.0,2.0,3.0,4.0,3.0,3.0,-1.0,2.0,-1.0,0.0
2391,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
2393,1.0,1.0,1.0,1.0,1.0,1.0,3.0,-1.0,3.0,-1.0,1.0
2395,1.0,2.0,1.0,3.0,3.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
