,morality,leadership,caring,knowledgable,intelligent,honest,angry,hopeful,afraid,proud,voting_intention
3382,3.0,2.0,1.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
3383,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,1.0,-1.0,1.0,1.0
3385,4.0,3.0,3.0,4.0,4.0,3.0,-1.0,2.0,-1.0,2.0,1.0
3386,2.0,2.0,2.0,2.0,2.0,3.0,-1.0,-1.0,3.0,-1.0,1.0
3388,4.0,2.0,3.0,3.0,3.0,4.0,-1.0,-1.0,-1.0,-1.0,0.0
3389,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
3391,1.0,1.0,1.0,1.0,3.0,2.0,4.0,-1.0,4.0,-1.0,1.0
3392,4.0,3.0,1.0,1.0,2.0,3.0,3.0,-1.0,4.0,-1.0,1.0
3393,3.0,4.0,4.0,4.0,4.0,4.0,-1.0,3.0,-1.0,2.0,1.0
3394,4.0,4.0,3.0,5.0,5.0,4.0,-1.0,2.0,-1.0,2.0,1.0
3395,2.0,3.0,1.0,3.0,3.0,1.0,3.0,-1.0,4.0,-1.0,0.0
3397,5.0,3.0,2.0,5.0,4.0,2.0,-1.0,-1.0,3.0,-1.0,1.0
3398,3.0,2.0,1.0,2.0,2.0,2.0,4.0,-1.0,3.0,-1.0,1.0
3399,1.0,2.0,1.0,4.0,2.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3400,4.0,3.0,3.0,3.0,4.0,4.0,-1.0,2.0,-1.0,4.0,1.0
3401,5.0,5.0,4.0,4.0,4.0,5.0,-1.0,2.0,-1.0,-1.0,1.0
3402,2.0,4.0,1.0,4.0,5.0,3.0,3.0,-1.0,2.0,-1.0,1.0
3403,3.0,4.0,2.0,3.0,4.0,4.0,-1.0,4.0,4.0,-1.0,0.0
3404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0
3405,4.0,3.0,2.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,3.0,1.0
3406,3.0,2.0,2.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
3407,4.0,3.0,2.0,4.0,4.0,3.0,2.0,-1.0,3.0,-1.0,0.0
3408,3.0,2.0,2.0,3.0,3.0,3.0,-1.0,4.0,-1.0,-1.0,0.0
3409,1.0,1.0,1.0,2.0,3.0,1.0,3.0,-1.0,2.0,-1.0,1.0
3410,4.0,2.0,2.0,3.0,4.0,3.0,-1.0,-1.0,4.0,-1.0,1.0
3411,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
3412,3.0,3.0,2.0,4.0,4.0,3.0,-1.0,3.0,-1.0,-1.0,1.0
3413,4.0,4.0,2.0,4.0,5.0,3.0,-1.0,-1.0,-1.0,3.0,0.0
3415,4.0,2.0,1.0,3.0,3.0,1.0,2.0,-1.0,3.0,-1.0,1.0
3416,4.0,5.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,1.0,0.0
3417,2.0,2.0,1.0,2.0,2.0,1.0,1.0,-1.0,1.0,-1.0,1.0
3418,1.0,1.0,1.0,1.0,2.0,1.0,2.0,-1.0,1.0,-1.0,1.0
3419,2.0,2.0,1.0,2.0,3.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
3420,2.0,3.0,1.0,3.0,2.0,1.0,2.0,-1.0,4.0,-1.0,0.0
3421,1.0,1.0,1.0,1.0,3.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
3422,4.0,4.0,2.0,4.0,4.0,2.0,-1.0,4.0,-1.0,-1.0,0.0
3423,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-1.0,4.0,-1.0,1.0
3424,4.0,2.0,2.0,3.0,4.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
3425,3.0,4.0,4.0,3.0,4.0,3.0,-1.0,4.0,4.0,-1.0,1.0
3427,4.0,4.0,3.0,5.0,4.0,4.0,-1.0,3.0,-1.0,3.0,1.0
3428,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,1.0,1.0
3429,2.0,3.0,3.0,5.0,5.0,2.0,-1.0,-1.0,3.0,-1.0,0.0
3430,5.0,5.0,4.0,5.0,5.0,4.0,-1.0,4.0,-1.0,4.0,1.0
3431,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0
3432,3.0,3.0,2.0,3.0,4.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
3433,4.0,5.0,3.0,5.0,5.0,4.0,-1.0,2.0,-1.0,2.0,1.0
3434,1.0,1.0,1.0,3.0,2.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3435,4.0,4.0,1.0,4.0,3.0,1.0,-1.0,-1.0,4.0,-1.0,1.0
3436,4.0,5.0,3.0,5.0,5.0,4.0,-1.0,4.0,-1.0,4.0,0.0
3437,5.0,5.0,5.0,5.0,4.0,5.0,-1.0,3.0,-1.0,3.0,1.0
3442,3.0,3.0,2.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
3443,1.0,3.0,1.0,4.0,4.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
3444,3.0,1.0,1.0,5.0,5.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
3446,5.0,3.0,3.0,4.0,4.0,5.0,-1.0,-1.0,-1.0,-1.0,0.0
3447,3.0,3.0,2.0,3.0,4.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
3448,1.0,3.0,1.0,3.0,2.0,1.0,3.0,-1.0,2.0,-1.0,1.0
3450,3.0,3.0,2.0,5.0,4.0,2.0,4.0,3.0,4.0,4.0,0.0
3451,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
3452,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0
3454,1.0,3.0,3.0,5.0,5.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
3455,3.0,2.0,1.0,3.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
3456,2.0,1.0,1.0,2.0,4.0,1.0,-1.0,-1.0,2.0,-1.0,0.0
3457,2.0,1.0,2.0,3.0,4.0,2.0,4.0,-1.0,-1.0,-1.0,1.0
3458,1.0,1.0,1.0,1.0,1.0,1.0,4.0,-1.0,3.0,-1.0,0.0
3459,5.0,4.0,4.0,4.0,5.0,4.0,-1.0,3.0,-1.0,-1.0,1.0
3460,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,3.0,-1.0,1.0
3461,5.0,4.0,4.0,4.0,4.0,4.0,-1.0,3.0,-1.0,3.0,1.0
3462,1.0,1.0,1.0,2.0,2.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3463,3.0,3.0,3.0,4.0,4.0,3.0,-1.0,4.0,-1.0,4.0,0.0
3464,3.0,2.0,1.0,2.0,3.0,2.0,3.0,-1.0,3.0,-1.0,1.0
3465,2.0,2.0,1.0,1.0,2.0,3.0,3.0,-1.0,-1.0,-1.0,0.0
3466,3.0,3.0,3.0,4.0,4.0,3.0,-1.0,4.0,-1.0,-1.0,1.0
3467,4.0,2.0,1.0,2.0,3.0,2.0,4.0,-1.0,4.0,-1.0,0.0
3468,1.0,1.0,1.0,2.0,2.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
3469,2.0,3.0,2.0,3.0,4.0,2.0,4.0,-1.0,-1.0,-1.0,1.0
3470,1.0,2.0,1.0,3.0,3.0,1.0,1.0,-1.0,1.0,-1.0,1.0
3471,2.0,1.0,2.0,1.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,1.0
3473,3.0,3.0,2.0,4.0,4.0,2.0,4.0,-1.0,-1.0,-1.0,0.0
3474,3.0,3.0,3.0,2.0,3.0,2.0,-1.0,3.0,-1.0,3.0,1.0
3475,2.0,2.0,2.0,2.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
3476,3.0,1.0,1.0,3.0,2.0,1.0,2.0,-1.0,4.0,-1.0,1.0
3477,2.0,2.0,3.0,4.0,3.0,2.0,4.0,-1.0,4.0,-1.0,1.0
3482,3.0,2.0,2.0,3.0,2.0,3.0,4.0,-1.0,3.0,-1.0,1.0
3483,1.0,3.0,1.0,2.0,3.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
3485,1.0,2.0,1.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
3486,5.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,-1.0,3.0,0.0
3488,3.0,3.0,1.0,3.0,4.0,3.0,1.0,-1.0,2.0,-1.0,1.0
3489,1.0,1.0,1.0,2.0,3.0,1.0,2.0,-1.0,3.0,-1.0,1.0
3490,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
3491,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,1.0,-1.0,1.0,1.0
3492,5.0,2.0,2.0,4.0,5.0,3.0,-1.0,4.0,-1.0,-1.0,1.0
3493,5.0,4.0,5.0,4.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
3494,2.0,2.0,1.0,2.0,3.0,2.0,4.0,-1.0,-1.0,-1.0,1.0
3495,2.0,2.0,1.0,1.0,2.0,1.0,2.0,-1.0,4.0,-1.0,1.0
3497,2.0,4.0,3.0,4.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
3498,1.0,1.0,1.0,2.0,3.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
3499,2.0,2.0,2.0,3.0,3.0,1.0,4.0,-1.0,4.0,-1.0,1.0
3500,1.0,2.0,1.0,2.0,2.0,1.0,2.0,-1.0,3.0,-1.0,1.0
3502,5.0,5.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,2.0,1.0
3504,1.0,2.0,1.0,1.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
3505,2.0,3.0,3.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
3507,5.0,5.0,2.0,5.0,5.0,3.0,4.0,3.0,-1.0,2.0,1.0
3508,4.0,4.0,3.0,4.0,3.0,3.0,-1.0,2.0,-1.0,2.0,1.0
3510,1.0,1.0,1.0,2.0,2.0,1.0,3.0,-1.0,-1.0,-1.0,1.0
3511,4.0,3.0,3.0,5.0,4.0,4.0,-1.0,3.0,-1.0,3.0,0.0
3512,2.0,3.0,1.0,2.0,2.0,1.0,4.0,-1.0,3.0,4.0,1.0
3513,1.0,1.0,1.0,3.0,4.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
3514,2.0,1.0,1.0,1.0,3.0,1.0,-1.0,-1.0,2.0,-1.0,1.0
3515,5.0,4.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
3516,5.0,3.0,3.0,4.0,4.0,4.0,-1.0,4.0,-1.0,3.0,1.0
3517,3.0,3.0,3.0,3.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
3518,3.0,2.0,3.0,2.0,3.0,2.0,-1.0,-1.0,4.0,-1.0,1.0
3519,4.0,3.0,3.0,4.0,4.0,4.0,-1.0,4.0,-1.0,-1.0,1.0
3522,4.0,3.0,4.0,3.0,4.0,4.0,-1.0,4.0,-1.0,3.0,0.0
3523,3.0,3.0,1.0,2.0,3.0,1.0,4.0,-1.0,4.0,-1.0,0.0
3524,2.0,1.0,2.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
3525,5.0,5.0,4.0,4.0,5.0,4.0,-1.0,2.0,-1.0,2.0,1.0
3527,2.0,2.0,1.0,4.0,4.0,2.0,4.0,-1.0,4.0,-1.0,1.0
3529,3.0,2.0,1.0,3.0,3.0,3.0,2.0,-1.0,2.0,-1.0,1.0
3531,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,-1.0,-1.0,0.0
3532,3.0,3.0,2.0,3.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
3533,3.0,3.0,1.0,3.0,3.0,2.0,4.0,-1.0,-1.0,-1.0,1.0
3534,5.0,4.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,3.0,1.0
3535,2.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.0,1.0,-1.0,1.0
3536,1.0,3.0,2.0,1.0,4.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3538,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,-1.0,-1.0,0.0
3539,4.0,5.0,3.0,4.0,5.0,4.0,-1.0,2.0,-1.0,4.0,1.0
3540,2.0,2.0,2.0,2.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
3542,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
3543,1.0,2.0,1.0,1.0,3.0,1.0,2.0,-1.0,4.0,-1.0,0.0
3545,3.0,2.0,1.0,3.0,2.0,1.0,3.0,-1.0,3.0,-1.0,1.0
3546,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,2.0,-1.0,3.0,1.0
3547,2.0,1.0,1.0,2.0,2.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3549,1.0,2.0,1.0,2.0,2.0,2.0,3.0,-1.0,2.0,-1.0,1.0
3552,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,-1.0,3.0,1.0
3553,5.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,-1.0,3.0,1.0
3558,3.0,3.0,2.0,3.0,3.0,4.0,-1.0,2.0,-1.0,-1.0,0.0
3559,4.0,4.0,2.0,3.0,4.0,1.0,4.0,-1.0,4.0,3.0,1.0
3560,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,1.0,-1.0,1.0,1.0
3561,2.0,4.0,1.0,4.0,4.0,1.0,-1.0,4.0,-1.0,-1.0,0.0
3564,1.0,2.0,1.0,3.0,3.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0
3565,1.0,3.0,1.0,4.0,5.0,1.0,3.0,-1.0,-1.0,-1.0,0.0
3566,2.0,3.0,2.0,2.0,3.0,3.0,2.0,-1.0,4.0,-1.0,1.0
3567,1.0,1.0,1.0,1.0,1.0,1.0,3.0,-1.0,2.0,-1.0,1.0
3568,2.0,3.0,2.0,3.0,2.0,2.0,-1.0,4.0,4.0,-1.0,0.0
3569,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,1.0,-1.0,1.0,1.0
3570,5.0,5.0,4.0,5.0,4.0,5.0,-1.0,3.0,-1.0,2.0,1.0
3571,2.0,3.0,1.0,2.0,3.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3572,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
3573,1.0,1.0,1.0,3.0,3.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3574,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0
3575,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,4.0,-1.0,4.0,0.0
3576,2.0,1.0,1.0,3.0,3.0,1.0,2.0,-1.0,1.0,-1.0,1.0
3578,4.0,5.0,4.0,5.0,5.0,4.0,-1.0,2.0,-1.0,4.0,1.0
3579,4.0,4.0,1.0,4.0,5.0,2.0,2.0,-1.0,2.0,-1.0,1.0
3580,4.0,2.0,1.0,2.0,3.0,2.0,3.0,-1.0,-1.0,-1.0,1.0
3584,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3586,4.0,4.0,4.0,4.0,3.0,4.0,-1.0,2.0,-1.0,2.0,1.0
3587,3.0,1.0,1.0,1.0,2.0,1.0,3.0,-1.0,2.0,-1.0,1.0
3588,5.0,4.0,3.0,4.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
3589,2.0,1.0,1.0,3.0,3.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0
3590,5.0,4.0,4.0,5.0,4.0,4.0,-1.0,2.0,-1.0,3.0,1.0
3591,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,1.0,-1.0,1.0,1.0
3593,4.0,3.0,1.0,3.0,4.0,1.0,1.0,-1.0,1.0,-1.0,1.0
3594,1.0,2.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,-1.0,1.0
3595,4.0,4.0,3.0,4.0,4.0,3.0,-1.0,4.0,-1.0,4.0,1.0
3596,4.0,4.0,3.0,4.0,4.0,4.0,-1.0,2.0,-1.0,-1.0,1.0
3597,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,4.0,-1.0,-1.0,1.0
3598,2.0,2.0,1.0,2.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0
3599,4.0,3.0,1.0,3.0,5.0,2.0,-1.0,-1.0,3.0,-1.0,1.0
3601,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,-1.0,1.0
3602,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,-1.0,0.0
3603,3.0,2.0,1.0,3.0,4.0,3.0,3.0,-1.0,2.0,-1.0,1.0
3604,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,4.0,-1.0,-1.0,1.0
3605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0
3606,1.0,2.0,1.0,3.0,4.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
3608,5.0,4.0,4.0,4.0,5.0,4.0,-1.0,3.0,-1.0,4.0,1.0
3609,4.0,1.0,3.0,2.0,3.0,3.0,2.0,-1.0,3.0,-1.0,1.0
3610,1.0,2.0,1.0,3.0,4.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3611,5.0,4.0,4.0,3.0,5.0,3.0,-1.0,2.0,-1.0,-1.0,1.0
3612,1.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.0,1.0,-1.0,1.0
3613,3.0,1.0,1.0,2.0,4.0,2.0,-1.0,-1.0,-1.0,4.0,1.0
3614,1.0,1.0,2.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
3615,2.0,3.0,1.0,4.0,4.0,2.0,4.0,-1.0,4.0,-1.0,0.0
3616,1.0,2.0,1.0,1.0,2.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3617,1.0,3.0,1.0,4.0,4.0,1.0,5.0,-1.0,4.0,-1.0,1.0
3618,2.0,2.0,1.0,2.0,4.0,1.0,3.0,-1.0,2.0,-1.0,1.0
3619,4.0,4.0,3.0,4.0,4.0,4.0,-1.0,-1.0,-1.0,-1.0,1.0
3620,1.0,1.0,1.0,1.0,2.0,1.0,4.0,-1.0,4.0,-1.0,1.0
3621,3.0,3.0,1.0,4.0,4.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
3623,2.0,1.0,1.0,2.0,2.0,2.0,-1.0,-1.0,2.0,-1.0,1.0
3624,4.0,2.0,2.0,2.0,3.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
3627,1.0,1.0,1.0,2.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
3628,1.0,2.0,1.0,1.0,3.0,1.0,4.0,-1.0,-1.0,-1.0,1.0
3629,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3630,5.0,4.0,3.0,5.0,5.0,4.0,-1.0,3.0,-1.0,3.0,1.0
3631,4.0,4.0,2.0,5.0,4.0,2.0,4.0,-1.0,-1.0,-1.0,1.0
3633,3.0,1.0,1.0,3.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
3634,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
3636,5.0,4.0,4.0,4.0,4.0,2.0,-1.0,3.0,-1.0,-1.0,1.0
3637,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
3638,2.0,3.0,2.0,4.0,4.0,2.0,4.0,-1.0,-1.0,4.0,0.0
3640,2.0,2.0,2.0,3.0,2.0,1.0,2.0,-1.0,2.0,-1.0,0.0
3641,4.0,3.0,3.0,4.0,4.0,3.0,-1.0,4.0,-1.0,4.0,0.0
3642,5.0,4.0,4.0,4.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
3643,5.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,-1.0,-1.0,1.0
3646,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
3647,5.0,4.0,4.0,5.0,4.0,5.0,-1.0,2.0,-1.0,1.0,1.0
3648,2.0,-9.0,1.0,2.0,3.0,-9.0,4.0,-1.0,4.0,-1.0,0.0
3649,3.0,4.0,3.0,3.0,4.0,3.0,-1.0,3.0,-1.0,-1.0,0.0
3651,3.0,4.0,1.0,4.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,0.0
3652,5.0,3.0,2.0,3.0,4.0,4.0,4.0,-1.0,4.0,-1.0,1.0
3655,5.0,3.0,3.0,4.0,3.0,3.0,-1.0,4.0,-1.0,3.0,1.0
3656,4.0,3.0,1.0,3.0,4.0,3.0,4.0,-1.0,-1.0,-1.0,1.0
3657,5.0,5.0,4.0,5.0,5.0,5.0,-1.0,2.0,-1.0,3.0,1.0
3660,4.0,4.0,2.0,4.0,4.0,3.0,-1.0,-1.0,4.0,-1.0,1.0
3661,3.0,3.0,2.0,4.0,4.0,2.0,4.0,-1.0,-1.0,-1.0,1.0
3662,1.0,2.0,2.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
3664,2.0,2.0,1.0,2.0,4.0,2.0,3.0,-1.0,2.0,-1.0,1.0
3665,3.0,2.0,1.0,3.0,4.0,2.0,4.0,-1.0,4.0,-1.0,1.0
3666,5.0,5.0,4.0,5.0,4.0,4.0,-1.0,3.0,-1.0,2.0,1.0
3667,4.0,4.0,3.0,3.0,3.0,4.0,-1.0,4.0,-1.0,4.0,1.0
3668,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,-1.0,0.0
3669,5.0,5.0,4.0,5.0,5.0,5.0,-1.0,1.0,-1.0,-1.0,1.0
3670,3.0,2.0,1.0,3.0,2.0,3.0,-1.0,-1.0,4.0,-1.0,1.0
3671,2.0,1.0,1.0,1.0,1.0,1.0,3.0,-1.0,2.0,-1.0,1.0
3672,3.0,2.0,1.0,2.0,3.0,2.0,2.0,-1.0,3.0,4.0,1.0
3673,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0
3674,4.0,4.0,4.0,3.0,4.0,4.0,-1.0,2.0,-1.0,2.0,1.0
3675,2.0,2.0,2.0,3.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
3676,3.0,5.0,3.0,5.0,5.0,3.0,-1.0,3.0,-1.0,3.0,1.0
3677,4.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,-1.0,2.0,1.0
3678,3.0,2.0,2.0,2.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
3679,1.0,1.0,1.0,2.0,2.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3680,4.0,5.0,4.0,4.0,5.0,5.0,-1.0,1.0,-1.0,2.0,1.0
3682,1.0,2.0,1.0,3.0,3.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3683,5.0,3.0,2.0,4.0,4.0,4.0,4.0,-1.0,-1.0,4.0,1.0
3684,5.0,5.0,4.0,4.0,4.0,5.0,-1.0,2.0,-1.0,-1.0,1.0
3685,1.0,2.0,1.0,1.0,2.0,2.0,5.0,-1.0,4.0,-1.0,1.0
3686,3.0,3.0,1.0,3.0,4.0,2.0,2.0,-1.0,2.0,-1.0,0.0
3687,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,-1.0,4.0,1.0
3688,1.0,1.0,1.0,1.0,1.0,1.0,3.0,-1.0,-1.0,-1.0,1.0
3689,2.0,2.0,1.0,2.0,2.0,2.0,-1.0,-1.0,4.0,-1.0,1.0
3690,5.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,2.0,1.0
3691,5.0,3.0,3.0,3.0,4.0,3.0,-1.0,4.0,-1.0,-1.0,0.0
3692,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,-1.0,0.0
3693,2.0,1.0,1.0,1.0,1.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3694,5.0,4.0,3.0,3.0,5.0,5.0,-1.0,3.0,-1.0,3.0,1.0
3696,3.0,3.0,3.0,4.0,4.0,5.0,-1.0,3.0,-1.0,2.0,1.0
3699,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,-1.0,2.0,1.0
3700,5.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,-1.0,2.0,1.0
3701,2.0,2.0,2.0,1.0,3.0,2.0,3.0,-1.0,3.0,-1.0,1.0
3702,4.0,4.0,3.0,4.0,4.0,4.0,-1.0,2.0,-1.0,4.0,1.0
3703,5.0,5.0,4.0,4.0,4.0,5.0,-1.0,2.0,-1.0,2.0,1.0
3704,4.0,5.0,4.0,5.0,5.0,4.0,-1.0,2.0,-1.0,4.0,1.0
3706,4.0,5.0,5.0,5.0,5.0,5.0,-1.0,2.0,-1.0,-1.0,1.0
3707,4.0,2.0,1.0,2.0,3.0,1.0,4.0,-1.0,4.0,-1.0,1.0
3708,4.0,4.0,3.0,4.0,4.0,3.0,-1.0,2.0,-1.0,-1.0,0.0
3709,3.0,4.0,3.0,4.0,4.0,3.0,-1.0,2.0,-1.0,4.0,1.0
3712,4.0,2.0,1.0,3.0,4.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
3714,1.0,1.0,1.0,2.0,2.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3715,4.0,3.0,3.0,4.0,4.0,3.0,-1.0,4.0,-1.0,-1.0,1.0
3716,4.0,3.0,3.0,2.0,4.0,2.0,3.0,-1.0,2.0,4.0,0.0
3717,5.0,4.0,4.0,4.0,5.0,4.0,-1.0,2.0,-1.0,2.0,1.0
3718,1.0,2.0,1.0,3.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0
3719,1.0,1.0,1.0,1.0,3.0,1.0,1.0,-1.0,1.0,-1.0,1.0
3720,2.0,1.0,1.0,2.0,2.0,1.0,2.0,-1.0,2.0,-1.0,1.0
3722,2.0,2.0,2.0,4.0,2.0,1.0,1.0,-1.0,2.0,-1.0,1.0
3724,1.0,1.0,1.0,3.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
3725,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-1.0,4.0,-1.0,1.0
3726,4.0,2.0,3.0,3.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
3728,2.0,1.0,1.0,1.0,3.0,2.0,2.0,-1.0,2.0,4.0,1.0
3729,4.0,4.0,4.0,5.0,5.0,4.0,-1.0,1.0,-1.0,2.0,1.0
3730,2.0,2.0,1.0,2.0,4.0,1.0,2.0,-1.0,-1.0,-1.0,1.0
3731,4.0,4.0,2.0,5.0,5.0,4.0,-1.0,2.0,-1.0,-1.0,1.0
3732,2.0,1.0,1.0,3.0,3.0,1.0,2.0,-1.0,4.0,4.0,0.0
3733,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0
3737,1.0,2.0,1.0,2.0,3.0,1.0,4.0,-1.0,2.0,-1.0,1.0
3739,5.0,4.0,4.0,4.0,5.0,4.0,-1.0,2.0,-1.0,2.0,1.0
3741,1.0,1.0,1.0,3.0,2.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
3742,2.0,1.0,2.0,3.0,2.0,1.0,3.0,-1.0,3.0,-1.0,1.0
